departamento;municipio;circuito;establecimiento;mesa;electores
R. DE LERMA;R. DE LERMA;91A;ESCUELA Nº 4808 GESTA SANMARTINIANA;4015;348
R. DE LERMA;R. DE LERMA;91A;ESCUELA Nº 4808 GESTA SANMARTINIANA;4020;348
R. DE LERMA;R. DE LERMA;91A;ESCUELA Nº 4808 GESTA SANMARTINIANA;4021;348
R. DE LERMA;R. DE LERMA;91A;ESCUELA Nº 4808 GESTA SANMARTINIANA;4027;348
SAN MARTIN;EMBARCACION;40A;ESCUELA Nº 4737 PADRE RAFAEL GOBELLI;3161;348
SAN MARTIN;PROF. SALVADOR MAZZA;45A;ESCUELA DE COM. Nº 5004 ANTARTIDA ARGENTINA;3456;348
SAN MARTIN;PROF. SALVADOR MAZZA;45A;ESCUELA DE COM. Nº 5004 ANTARTIDA ARGENTINA;3457;348
SAN MARTIN;PROF. SALVADOR MAZZA;45A;ESCUELA DE COM. Nº 5004 ANTARTIDA ARGENTINA;3460;348
SAN MARTIN;PROF. SALVADOR MAZZA;45A;ESCUELA DE COM. Nº 5004 ANTARTIDA ARGENTINA;3464;348
SAN MARTIN;PROF. SALVADOR MAZZA;45A;ESCUELA DE COM. Nº 5004 ANTARTIDA ARGENTINA;3465;348
SAN MARTIN;PROF. SALVADOR MAZZA;45A;ESCUELA Nº 4090 REPUBLICA DE BOLIVIA;3471;348
SAN MARTIN;PROF. SALVADOR MAZZA;45A;ESCUELA Nº 4090 REPUBLICA DE BOLIVIA;3480;348
SAN MARTIN;PROF. SALVADOR MAZZA;45A;ESCUELA Nº 4290 E.M.E.R. HÉROES DE MALVINAS;3493;348
SAN MARTIN;PROF. SALVADOR MAZZA;45A;ESCUELA Nº 4290 E.M.E.R. HÉROES DE MALVINAS;3494;348
SAN MARTIN;PROF. SALVADOR MAZZA;45A;ESCUELA Nº 4533 PROF. SALVADOR MAZZA;3498;348
SAN MARTIN;PROF. SALVADOR MAZZA;45A;ESCUELA Nº 4533 PROF. SALVADOR MAZZA;3503;348
SAN MARTIN;PROF. SALVADOR MAZZA;45A;ESCUELA Nº 4533 PROF. SALVADOR MAZZA;3507;348
SAN MARTIN;PROF. SALVADOR MAZZA;45A;ESCUELA Nº 4533 PROF. SALVADOR MAZZA;3508;348
SAN MARTIN;PROF. SALVADOR MAZZA;45A;ESCUELA Nº 4533 PROF. SALVADOR MAZZA;3511;348
SAN MARTIN;TARTAGAL;43A;COLEGIO Nº 8094 INSTITUTO SAN FRANCISCO;3244;348
SAN MARTIN;TARTAGAL;43A;COLEGIO Nº 8094 INSTITUTO SAN FRANCISCO;3247;348
SAN MARTIN;TARTAGAL;43A;COLEGIO Nº 8094 INSTITUTO SAN FRANCISCO;3259;348
SAN MARTIN;TARTAGAL;43A;E. E. T. Nº 3109 O. E. A.;3266;348
SAN MARTIN;TARTAGAL;43A;E. E. T. Nº 3109 O. E. A.;3267;348
SAN MARTIN;TARTAGAL;43A;E. E. T. Nº 3109 O. E. A.;3273;348
SAN MARTIN;TARTAGAL;43A;E. E. T. Nº 3135;3280;348
SAN MARTIN;TARTAGAL;43A;E. E. T. Nº 3135;3284;348
SAN MARTIN;TARTAGAL;43A;ESCUELA DE COM. Nº 5002 ALEJANDRO AGUADO;3293;348
SAN MARTIN;TARTAGAL;43A;ESCUELA DE COM. Nº 5002 ALEJANDRO AGUADO;3303;348
SAN MARTIN;TARTAGAL;43A;ESCUELA Nº 4460 GRAL. MANUEL BELGRANO;3330;348
SAN MARTIN;TARTAGAL;43A;ESCUELA Nº 4460 GRAL. MANUEL BELGRANO;3335;348
SAN MARTIN;TARTAGAL;43A;ESCUELA Nº 4460 GRAL. MANUEL BELGRANO;3343;348
ANTA;LAS LAJITAS;21A;ESCUELA Nº 4510 ANTARTIDA ARGENTINA;2562;349
CAPITAL;SALTA;5I;ESCUELA Nº 4042 IV CENT.FUNDACION DE SALTA;2126;349
CAPITAL;SALTA;5L;COLEGIO SEC. Nº 5071 JUAN CARLOS SARAVIA;2162;349
ORAN;ORAN;31A;ESCUELA Nº 4145 DR. ROBUSTIANO PATRON COSTAS;2878;349
SAN MARTIN;PROF. SALVADOR MAZZA;45A;ESCUELA Nº 4090 REPUBLICA DE BOLIVIA;3479;349
SAN MARTIN;TARTAGAL;43A;COLEGIO Nº 8094 INSTITUTO SAN FRANCISCO;3249;349
ANTA;EL QUEBRACHAL;25A;ESCUELA Nº 4402 GENDARMERIA NACIONAL;2667;349
ANTA;EL QUEBRACHAL;25A;ESCUELA Nº 4669 JUAN PABLO II;2680;349
ANTA;LAS LAJITAS;21A;COLEGIO SECUNDARIO Nº 5037 REPUBLICA ARGENTINA;2545;349
ANTA;LAS LAJITAS;21A;COLEGIO SECUNDARIO Nº 5037 REPUBLICA ARGENTINA;2546;349
ANTA;LAS LAJITAS;21A;COLEGIO SECUNDARIO Nº 5037 REPUBLICA ARGENTINA;2551;349
ANTA;LAS LAJITAS;21A;COLEGIO SECUNDARIO Nº 5037 REPUBLICA ARGENTINA;2552;349
ANTA;LAS LAJITAS;21A;COLEGIO SECUNDARIO Nº 5037 REPUBLICA ARGENTINA;2555;349
ANTA;LAS LAJITAS;21A;ESCUELA Nº 4510 ANTARTIDA ARGENTINA;2563;349
ANTA;LAS LAJITAS;21A;ESCUELA Nº 4510 ANTARTIDA ARGENTINA;2565;349
ANTA;LAS LAJITAS;21A;ESCUELA Nº 4510 ANTARTIDA ARGENTINA;2566;349
ANTA;LAS LAJITAS;21A;ESCUELA Nº 4510 ANTARTIDA ARGENTINA;2567;349
CAPITAL;SALTA;1D;ESCUELA Nº 4016 MAESTRA JACOBA SARAVIA;1045;349
CAPITAL;SALTA;1F;COLEGIO Nº 5028 REYES CATOLICOS;1058;349
CAPITAL;SALTA;1F;COLEGIO Nº 5028 REYES CATOLICOS;1059;349
CAPITAL;SALTA;1F;COLEGIO Nº 5028 REYES CATOLICOS;1063;349
CAPITAL;SALTA;1F;COLEGIO Nº 5028 REYES CATOLICOS;1065;349
CAPITAL;SALTA;1F;ESCUELA Nº 4643 DR. JOAQUIN CASTELLANOS;1068;349
CAPITAL;SALTA;1F;ESCUELA Nº 4643 DR. JOAQUIN CASTELLANOS;1070;349
CAPITAL;SALTA;1F;ESCUELA Nº 4643 DR. JOAQUIN CASTELLANOS;1083;349
CAPITAL;SALTA;2A;ESCUELA Nº 4002 MARIANO CABEZON;1127;349
CAPITAL;SALTA;2M;ESCUELA Nº 4028 BRIG.GRAL. J.A.ALVAREZ DE ARENALES;1337;349
CAPITAL;SALTA;3B;COLEGIO SECUNDARIO Nº 5035 BATALLA DE SALTA;1508;349
CAPITAL;SALTA;3B;COLEGIO SECUNDARIO Nº 5035 BATALLA DE SALTA;1511;349
CAPITAL;SALTA;3B;ESCUELA Nº 4041 ING. RAFAEL P. SOSA;1520;349
CAPITAL;SALTA;3B;ESCUELA Nº 4041 ING. RAFAEL P. SOSA;1522;349
CAPITAL;SALTA;3B;ESCUELA Nº 4043 MONS. CARLOS MARIANO PEREZ;1529;349
CAPITAL;SALTA;3B;ESCUELA Nº 4043 MONS. CARLOS MARIANO PEREZ;1530;349
CAPITAL;SALTA;3B;ESCUELA Nº 4043 MONS. CARLOS MARIANO PEREZ;1531;349
CAPITAL;SALTA;3B;ESCUELA Nº 4043 MONS. CARLOS MARIANO PEREZ;1532;349
CAPITAL;SALTA;3B;ESCUELA Nº 4043 MONS. CARLOS MARIANO PEREZ;1536;349
CAPITAL;SALTA;3B;ESCUELA Nº 4047 MARIA EVA DUARTE DE PERON;1542;349
CAPITAL;SALTA;3B;ESCUELA Nº 4047 MARIA EVA DUARTE DE PERON;1544;349
CAPITAL;SALTA;3B;ESCUELA Nº 4047 MARIA EVA DUARTE DE PERON;1547;349
CAPITAL;SALTA;3B;ESCUELA Nº 4047 MARIA EVA DUARTE DE PERON;1549;349
CAPITAL;SALTA;3B;ESCUELA Nº 4734 DR. RENE G. FAVALORO;1554;349
CAPITAL;SALTA;3B;ESCUELA Nº 4734 DR. RENE G. FAVALORO;1561;349
CAPITAL;SALTA;3B;ESCUELA Nº 4734 DR. RENE G. FAVALORO;1564;349
CAPITAL;SALTA;3B;ESCUELA Nº 4734 DR. RENE G. FAVALORO;1566;349
CAPITAL;SALTA;3I;COLEGIO POLIMODAL Nº 5159;1712;349
CAPITAL;SALTA;5A;COLEGIO SECUNDARIO Nº 5145 DR. RENE G. FAVALORO;1872;349
CAPITAL;SALTA;5A;ESCUELA Nº 4033 REPUBLICA ARGENTINA;1887;349
CAPITAL;SALTA;5B;COLEGIO SECUNDARIO Nº 5038 AMERICA LATINA;1888;349
CAPITAL;SALTA;5B;COLEGIO SECUNDARIO Nº 5038 AMERICA LATINA;1890;349
CAPITAL;SALTA;5B;COLEGIO SECUNDARIO Nº 5038 AMERICA LATINA;1893;349
CAPITAL;SALTA;5B;COLEGIO SECUNDARIO Nº 5038 AMERICA LATINA;1894;349
CAPITAL;SALTA;5D;E.E.T. Nº 3117 MAESTRO DANIEL OSCAR REYES;1945;349
CAPITAL;SALTA;5E;ESCUELA Nº 4026 DELFIN LEGUIZAMON;1980;349
CAPITAL;SALTA;5E;ESCUELA Nº 4775 PROF. ELSA SALFITY;2027;349
CAPITAL;SALTA;5I;COLEGIO SECUNDARIO Nº 5039 11 DE SETIEMBRE;2108;349
CAPITAL;SALTA;5I;COLEGIO SECUNDARIO Nº 5039 11 DE SETIEMBRE;2113;349
CAPITAL;SALTA;5I;COLEGIO SECUNDARIO Nº 5039 11 DE SETIEMBRE;2114;349
CAPITAL;SALTA;5I;COLEGIO SECUNDARIO Nº 5039 11 DE SETIEMBRE;2115;349
CAPITAL;SALTA;5I;COLEGIO SECUNDARIO Nº 5039 11 DE SETIEMBRE;2116;349
CAPITAL;SALTA;5I;ESCUELA Nº 4042 IV CENT.FUNDACION DE SALTA;2121;349
CAPITAL;SALTA;5I;ESCUELA Nº 4042 IV CENT.FUNDACION DE SALTA;2122;349
CAPITAL;SALTA;5I;ESCUELA Nº 4042 IV CENT.FUNDACION DE SALTA;2124;349
CAPITAL;SALTA;5I;ESCUELA Nº 4042 IV CENT.FUNDACION DE SALTA;2125;349
CAPITAL;SALTA;5I;ESCUELA Nº 4042 IV CENT.FUNDACION DE SALTA;2127;349
CAPITAL;SALTA;5I;ESCUELA Nº 4042 IV CENT.FUNDACION DE SALTA;2128;349
CAPITAL;SALTA;5I;ESCUELA Nº 4042 IV CENT.FUNDACION DE SALTA;2134;349
CAPITAL;SALTA;5I;ESCUELA Nº 4046 CESAR PERDIGUERO;2138;349
CAPITAL;SALTA;5I;ESCUELA Nº 4046 CESAR PERDIGUERO;2139;349
CAPITAL;SALTA;5I;ESCUELA Nº 4046 CESAR PERDIGUERO;2140;349
CAPITAL;SALTA;5I;ESCUELA Nº 4046 CESAR PERDIGUERO;2142;349
CAPITAL;SALTA;5I;ESCUELA Nº 4046 CESAR PERDIGUERO;2147;349
CAPITAL;SALTA;5L;COLEGIO SEC. Nº 5071 JUAN CARLOS SARAVIA;2163;349
CAPITAL;SALTA;5L;COLEGIO SEC. Nº 5071 JUAN CARLOS SARAVIA;2165;349
CAPITAL;SALTA;5L;COLEGIO SEC. Nº 5071 JUAN CARLOS SARAVIA;2166;349
CAPITAL;SALTA;5L;COLEGIO SEC. Nº 5071 JUAN CARLOS SARAVIA;2167;349
CAPITAL;SALTA;5L;COLEGIO SEC. Nº 5071 JUAN CARLOS SARAVIA;2169;349
CAPITAL;SALTA;5L;COLEGIO SEC. Nº 5071 JUAN CARLOS SARAVIA;2172;349
CAPITAL;SALTA;5L;COLEGIO SEC. Nº 5071 JUAN CARLOS SARAVIA;2173;349
CAPITAL;SALTA;5L;ESCUELA Nº 4700 LEGADO GRAL. BELGRANO;2176;349
CAPITAL;SALTA;5L;ESCUELA Nº 4700 LEGADO GRAL. BELGRANO;2182;349
CAPITAL;SALTA;5L;ESCUELA Nº 4700 LEGADO GRAL. BELGRANO;2186;349
CAPITAL;SALTA;5N;COLEGIO SEC. Nº 8171 CENTRO EDUCATIVO FE Y ALEGRIA;2239;349
CAPITAL;SALTA;5N;ESCUELA Nº 4811 2 DE MAYO CRUC ARA GRAL. BELGRANO;2229;349
IRUYA;ISLA DE CAÑAS;48C;ESCUELA Nº 4150 SANTIAGO DE COMPOSTELA;3534;349
LA CALDERA;VAQUEROS;9A;ESCUELA Nº 4078 DR. BERNABE LOPEZ;2311;349
METAN;METAN;15C;ESCUELA Nº 4641 JUAN VUCETICH;2470;349
METAN;METAN;15C;ESCUELA Nº 4641 JUAN VUCETICH;2471;349
METAN;METAN;15C;ESCUELA Nº 4641 JUAN VUCETICH;2472;349
METAN;METAN;15C;ESCUELA Nº 4641 JUAN VUCETICH;2474;349
METAN;METAN;15C;ESCUELA Nº 4641 JUAN VUCETICH;2475;349
METAN;METAN;15C;ESCUELA Nº 4641 JUAN VUCETICH;2476;349
ORAN;PICHANAL;36B;ESCUELA INDIGENA Nº 4738 JUAN XXIII;3067;349
ORAN;PICHANAL;36B;ESCUELA INDIGENA Nº 4738 JUAN XXIII;3069;349
ORAN;PICHANAL;36B;ESCUELA Nº 4689 ISLAS MALVINAS;3112;349
ORAN;ORAN;31A;E.E.T. Nº 3104 LANZA COLOMBRES;2803;349
ORAN;ORAN;31A;E.E.T. Nº 3104 LANZA COLOMBRES;2805;349
ORAN;ORAN;31A;E.E.T. Nº 3104 LANZA COLOMBRES;2806;349
ORAN;ORAN;31A;E.E.T. Nº 3134;2815;349
ORAN;ORAN;31A;E.E.T. Nº 3134;2816;349
ORAN;ORAN;31A;E.E.T. Nº 3134;2818;349
ORAN;ORAN;31A;E.E.T. Nº 3134;2821;349
ORAN;ORAN;31A;E.E.T. Nº 3134;2826;349
ORAN;ORAN;31A;E.E.T. Nº 3134;2828;349
ORAN;ORAN;31A;ESCUELA DE COMERCIO Nº 5091 PROF. JULIO CORTES;2832;349
ORAN;ORAN;31A;ESCUELA DE COMERCIO Nº 5091 PROF. JULIO CORTES;2833;349
ORAN;ORAN;31A;ESCUELA DE COMERCIO Nº 5091 PROF. JULIO CORTES;2834;349
ORAN;ORAN;31A;ESCUELA DE COMERCIO Nº 5091 PROF. JULIO CORTES;2835;349
ORAN;ORAN;31A;ESCUELA DE COMERCIO Nº 5091 PROF. JULIO CORTES;2839;349
ORAN;ORAN;31A;ESCUELA DE COMERCIO Nº 5091 PROF. JULIO CORTES;2840;349
ORAN;ORAN;31A;ESCUELA DE COMERCIO Nº 5091 PROF. JULIO CORTES;2847;349
ORAN;ORAN;31A;ESCUELA N° 4292 BERTA BLANCA CEREZO DE MAMANI;2860;349
ORAN;ORAN;31A;ESCUELA N° 4292 BERTA BLANCA CEREZO DE MAMANI;2861;349
ORAN;ORAN;31A;ESCUELA N° 4292 BERTA BLANCA CEREZO DE MAMANI;2862;349
ORAN;ORAN;31A;ESCUELA N° 4292 BERTA BLANCA CEREZO DE MAMANI;2866;349
ORAN;ORAN;31A;ESCUELA Nº 4089 GRAL. PIZARRO;2849;349
ORAN;ORAN;31A;ESCUELA Nº 4089 GRAL. PIZARRO;2854;349
ORAN;ORAN;31A;ESCUELA Nº 4089 GRAL. PIZARRO;2856;349
ORAN;ORAN;31A;ESCUELA Nº 4089 GRAL. PIZARRO;2858;349
ORAN;ORAN;31A;ESCUELA Nº 4145 DR. ROBUSTIANO PATRON COSTAS;2868;349
ORAN;ORAN;31A;ESCUELA Nº 4145 DR. ROBUSTIANO PATRON COSTAS;2871;349
ORAN;ORAN;31A;ESCUELA Nº 4145 DR. ROBUSTIANO PATRON COSTAS;2872;349
ORAN;ORAN;31A;ESCUELA Nº 4145 DR. ROBUSTIANO PATRON COSTAS;2873;349
ORAN;ORAN;31A;ESCUELA Nº 4145 DR. ROBUSTIANO PATRON COSTAS;2876;349
ORAN;ORAN;31A;ESCUELA Nº 4275 OSVALDO BURELA;2883;349
ORAN;ORAN;31A;ESCUELA Nº 4275 OSVALDO BURELA;2885;349
ORAN;ORAN;31A;ESCUELA Nº 4275 OSVALDO BURELA;2887;349
ORAN;ORAN;31A;ESCUELA Nº 4275 OSVALDO BURELA;2889;349
ORAN;ORAN;31A;ESCUELA Nº 4275 OSVALDO BURELA;2891;349
ORAN;ORAN;31A;ESCUELA Nº 4763 HUGO ALBERTO LUNA;2895;349
ORAN;ORAN;31A;ESCUELA Nº 4763 HUGO ALBERTO LUNA;2896;349
ORAN;ORAN;31A;ESCUELA Nº 4763 HUGO ALBERTO LUNA;2899;349
ORAN;ORAN;31A;ESCUELA Nº 4763 HUGO ALBERTO LUNA;2902;349
ORAN;ORAN;31B;ESCUELA Nº 4139 OSVALDO POS;2941;349
R. DE LA FRONTERA;R. DE LA FRONTERA;67B;ESCUELA Nº 4705 REPUBLICA DE COLOMBIA;3819;349
R. DE LA FRONTERA;R. DE LA FRONTERA;67B;ESCUELA Nº 4705 REPUBLICA DE COLOMBIA;3823;349
R. DE LA FRONTERA;R. DE LA FRONTERA;67B;ESCUELA Nº 4705 REPUBLICA DE COLOMBIA;3829;349
R. DE LA FRONTERA;R. DE LA FRONTERA;67B;ESCUELA Nº 4705 REPUBLICA DE COLOMBIA;3835;349
R. DE LA FRONTERA;R. DE LA FRONTERA;67B;ESCUELA Nº 4705 REPUBLICA DE COLOMBIA;3838;349
R. DE LERMA;R. DE LERMA;91A;COLEGIO SECUNDARIO Nº 5073 GENOVEVA ASTIGUETA;4033;349
R. DE LERMA;R. DE LERMA;91A;ESCUELA Nº 4099 DR. FRANCISCO DE GURRUCHAGA;3989;349
R. DE LERMA;R. DE LERMA;91A;ESCUELA Nº 4099 DR. FRANCISCO DE GURRUCHAGA;3990;349
R. DE LERMA;R. DE LERMA;91A;ESCUELA Nº 4099 DR. FRANCISCO DE GURRUCHAGA;3996;349
R. DE LERMA;R. DE LERMA;91A;ESCUELA Nº 4099 DR. FRANCISCO DE GURRUCHAGA;3999;349
R. DE LERMA;R. DE LERMA;91A;ESCUELA Nº 4099 DR. FRANCISCO DE GURRUCHAGA;4000;349
R. DE LERMA;R. DE LERMA;91A;ESCUELA Nº 4099 DR. FRANCISCO DE GURRUCHAGA;4002;349
R. DE LERMA;R. DE LERMA;91A;ESCUELA Nº 4241 FRAGATA LIBERTAD;4008;349
R. DE LERMA;R. DE LERMA;91A;ESCUELA Nº 4241 FRAGATA LIBERTAD;4010;349
R. DE LERMA;R. DE LERMA;91A;ESCUELA Nº 4808 GESTA SANMARTINIANA;4017;349
R. DE LERMA;R. DE LERMA;91A;ESCUELA Nº 4808 GESTA SANMARTINIANA;4018;349
R. DE LERMA;R. DE LERMA;91A;ESCUELA Nº 4808 GESTA SANMARTINIANA;4019;349
R. DE LERMA;R. DE LERMA;91A;ESCUELA Nº 4808 GESTA SANMARTINIANA;4023;349
R. DE LERMA;R. DE LERMA;91A;ESCUELA Nº 4808 GESTA SANMARTINIANA;4028;349
SAN MARTIN;EMBARCACION;40A;ESCUELA Nº 4110 VIRGEN DE LUJAN;3131;349
SAN MARTIN;GRAL. MOSCONI;42C;ESCUELA Nº 4816 BICENTENARIO DE LA PATRIA;3242;349
SAN MARTIN;PROF. SALVADOR MAZZA;45A;ESCUELA DE COM. Nº 5004 ANTARTIDA ARGENTINA;3454;349
SAN MARTIN;PROF. SALVADOR MAZZA;45A;ESCUELA DE COM. Nº 5004 ANTARTIDA ARGENTINA;3455;349
SAN MARTIN;PROF. SALVADOR MAZZA;45A;ESCUELA DE COM. Nº 5004 ANTARTIDA ARGENTINA;3458;349
SAN MARTIN;PROF. SALVADOR MAZZA;45A;ESCUELA DE COM. Nº 5004 ANTARTIDA ARGENTINA;3459;349
SAN MARTIN;PROF. SALVADOR MAZZA;45A;ESCUELA DE COM. Nº 5004 ANTARTIDA ARGENTINA;3461;349
SAN MARTIN;PROF. SALVADOR MAZZA;45A;ESCUELA DE COM. Nº 5004 ANTARTIDA ARGENTINA;3462;349
SAN MARTIN;PROF. SALVADOR MAZZA;45A;ESCUELA DE COM. Nº 5004 ANTARTIDA ARGENTINA;3466;349
SAN MARTIN;PROF. SALVADOR MAZZA;45A;ESCUELA DE COM. Nº 5004 ANTARTIDA ARGENTINA;3467;349
SAN MARTIN;PROF. SALVADOR MAZZA;45A;ESCUELA Nº 4090 REPUBLICA DE BOLIVIA;3475;349
SAN MARTIN;PROF. SALVADOR MAZZA;45A;ESCUELA Nº 4090 REPUBLICA DE BOLIVIA;3476;349
SAN MARTIN;PROF. SALVADOR MAZZA;45A;ESCUELA Nº 4090 REPUBLICA DE BOLIVIA;3478;349
SAN MARTIN;PROF. SALVADOR MAZZA;45A;ESCUELA Nº 4090 REPUBLICA DE BOLIVIA;3483;349
SAN MARTIN;PROF. SALVADOR MAZZA;45A;ESCUELA Nº 4090 REPUBLICA DE BOLIVIA;3484;349
SAN MARTIN;PROF. SALVADOR MAZZA;45A;ESCUELA Nº 4290 E.M.E.R. HÉROES DE MALVINAS;3487;349
SAN MARTIN;PROF. SALVADOR MAZZA;45A;ESCUELA Nº 4290 E.M.E.R. HÉROES DE MALVINAS;3488;349
SAN MARTIN;PROF. SALVADOR MAZZA;45A;ESCUELA Nº 4290 E.M.E.R. HÉROES DE MALVINAS;3490;349
SAN MARTIN;PROF. SALVADOR MAZZA;45A;ESCUELA Nº 4290 E.M.E.R. HÉROES DE MALVINAS;3491;349
SAN MARTIN;TARTAGAL;43A;COLEGIO Nº 8094 INSTITUTO SAN FRANCISCO;3248;349
SAN MARTIN;TARTAGAL;43A;COLEGIO Nº 8094 INSTITUTO SAN FRANCISCO;3257;349
SAN MARTIN;TARTAGAL;43A;E. E. T. Nº 3135;3286;349
SAN MARTIN;TARTAGAL;43A;E. E. T. Nº 3135;3288;349
CAPITAL;SALTA;3B;COLEGIO SECUNDARIO Nº 5035 BATALLA DE SALTA;1510;350
ORAN;ORAN;31A;ESCUELA DE COMERCIO Nº 5091 PROF. JULIO CORTES;2841;350
ORAN;ORAN;31A;ESCUELA Nº 4089 GRAL. PIZARRO;2851;350
ORAN;ORAN;31A;ESCUELA Nº 4089 GRAL. PIZARRO;2853;350
ORAN;ORAN;31A;ESCUELA Nº 4089 GRAL. PIZARRO;2855;350
ANTA;LAS LAJITAS;21A;COLEGIO SECUNDARIO Nº 5037 REPUBLICA ARGENTINA;2547;350
ANTA;LAS LAJITAS;21A;COLEGIO SECUNDARIO Nº 5037 REPUBLICA ARGENTINA;2549;350
ANTA;LAS LAJITAS;21A;COLEGIO SECUNDARIO Nº 5037 REPUBLICA ARGENTINA;2553;350
ANTA;LAS LAJITAS;21A;COLEGIO SECUNDARIO Nº 5037 REPUBLICA ARGENTINA;2554;350
ANTA;LAS LAJITAS;21A;COLEGIO SECUNDARIO Nº 5037 REPUBLICA ARGENTINA;2556;350
ANTA;LAS LAJITAS;21A;ESCUELA Nº 4510 ANTARTIDA ARGENTINA;2558;350
ANTA;LAS LAJITAS;21A;ESCUELA Nº 4510 ANTARTIDA ARGENTINA;2559;350
ANTA;LAS LAJITAS;21A;ESCUELA Nº 4510 ANTARTIDA ARGENTINA;2560;350
CAPITAL;SALTA;1F;COLEGIO Nº 5028 REYES CATOLICOS;1066;350
CAPITAL;SALTA;1F;ESCUELA Nº 4643 DR. JOAQUIN CASTELLANOS;1067;350
CAPITAL;SALTA;2A;E.E.T. Nº 3139 GRAL. MARTIN M. DE GÜEMES;1111;350
CAPITAL;SALTA;3B;COLEGIO SECUNDARIO Nº 5035 BATALLA DE SALTA;1505;350
CAPITAL;SALTA;3B;COLEGIO SECUNDARIO Nº 5035 BATALLA DE SALTA;1506;350
CAPITAL;SALTA;3B;ESCUELA Nº 4047 MARIA EVA DUARTE DE PERON;1552;350
CAPITAL;SALTA;3B;ESCUELA Nº 4047 MARIA EVA DUARTE DE PERON;1553;350
CAPITAL;SALTA;5B;COLEGIO SECUNDARIO Nº 5038 AMERICA LATINA;1895;350
CAPITAL;SALTA;5B;ESCUELA Nº 4013 CERVANTES SAAVEDRA;1904;350
CAPITAL;SALTA;5I;COLEGIO SECUNDARIO Nº 5039 11 DE SETIEMBRE;2118;350
CAPITAL;SALTA;5I;ESCUELA Nº 4046 CESAR PERDIGUERO;2137;350
CAPITAL;SALTA;5L;COLEGIO SEC. Nº 5071 JUAN CARLOS SARAVIA;2161;350
CAPITAL;SALTA;5L;COLEGIO SEC. Nº 5071 JUAN CARLOS SARAVIA;2164;350
CAPITAL;SALTA;5L;COLEGIO SEC. Nº 5071 JUAN CARLOS SARAVIA;2168;350
CAPITAL;SALTA;5L;COLEGIO SEC. Nº 5071 JUAN CARLOS SARAVIA;2171;350
CAPITAL;SALTA;5L;ESCUELA Nº 4700 LEGADO GRAL. BELGRANO;2178;350
CAPITAL;SALTA;5L;ESCUELA Nº 4700 LEGADO GRAL. BELGRANO;2188;350
CERRILLOS;CERRILLOS;52A;ESCUELA Nº 4069 GOBERNADOR MANUEL SOLA;3595;350
CERRILLOS;CERRILLOS;52C;ESCUELA Nº 4530 TTE. BENJAMIN MATIENZO;3611;350
GENERAL GÜEMES;EL BORDO;10A;ESCUELA Nº 4066 CNEL.APOLINARIO SARAVIA;2328;350
ORAN;ORAN;31A;E.E.T. Nº 3104 LANZA COLOMBRES;2801;350
ORAN;ORAN;31A;E.E.T. Nº 3104 LANZA COLOMBRES;2804;350
ORAN;ORAN;31A;E.E.T. Nº 3104 LANZA COLOMBRES;2807;350
ORAN;ORAN;31A;E.E.T. Nº 3104 LANZA COLOMBRES;2808;350
ORAN;ORAN;31A;E.E.T. Nº 3104 LANZA COLOMBRES;2810;350
ORAN;ORAN;31A;E.E.T. Nº 3134;2813;350
ORAN;ORAN;31A;E.E.T. Nº 3134;2814;350
ORAN;ORAN;31A;E.E.T. Nº 3134;2817;350
ORAN;ORAN;31A;E.E.T. Nº 3134;2819;350
ORAN;ORAN;31A;E.E.T. Nº 3134;2820;350
ORAN;ORAN;31A;E.E.T. Nº 3134;2822;350
ORAN;ORAN;31A;E.E.T. Nº 3134;2823;350
ORAN;ORAN;31A;E.E.T. Nº 3134;2824;350
ORAN;ORAN;31A;E.E.T. Nº 3134;2825;350
ORAN;ORAN;31A;E.E.T. Nº 3134;2827;350
ORAN;ORAN;31A;ESCUELA DE COMERCIO Nº 5091 PROF. JULIO CORTES;2830;350
ORAN;ORAN;31A;ESCUELA DE COMERCIO Nº 5091 PROF. JULIO CORTES;2836;350
ORAN;ORAN;31A;ESCUELA DE COMERCIO Nº 5091 PROF. JULIO CORTES;2837;350
ORAN;ORAN;31A;ESCUELA DE COMERCIO Nº 5091 PROF. JULIO CORTES;2842;350
ORAN;ORAN;31A;ESCUELA DE COMERCIO Nº 5091 PROF. JULIO CORTES;2843;350
ORAN;ORAN;31A;ESCUELA DE COMERCIO Nº 5091 PROF. JULIO CORTES;2844;350
ORAN;ORAN;31A;ESCUELA DE COMERCIO Nº 5091 PROF. JULIO CORTES;2846;350
ORAN;ORAN;31A;ESCUELA N° 4292 BERTA BLANCA CEREZO DE MAMANI;2865;350
ORAN;ORAN;31A;ESCUELA N° 4292 BERTA BLANCA CEREZO DE MAMANI;2867;350
ORAN;ORAN;31A;ESCUELA Nº 4089 GRAL. PIZARRO;2850;350
ORAN;ORAN;31A;ESCUELA Nº 4089 GRAL. PIZARRO;2852;350
ORAN;ORAN;31A;ESCUELA Nº 4089 GRAL. PIZARRO;2857;350
ORAN;ORAN;31A;ESCUELA Nº 4275 OSVALDO BURELA;2892;350
R. DE LA FRONTERA;R. DE LA FRONTERA;67A;ESCUELA Nº 4101 MARTINA S. DE GURRUCHAGA;3797;350
R. DE LA FRONTERA;R. DE LA FRONTERA;67B;ESCUELA Nº 4705 REPUBLICA DE COLOMBIA;3821;350
